image_path,class,split
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/6.jpg,corn northern leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0235.jpg,broccoli leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/105 - Copy.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0454.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/377.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/87.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/234.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/97 - Copy.jpg,corn northern leaf blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice blast/google_0080.jpg,rice blast,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/141.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/11.jpg,cucumber bacterial wilt,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/google_0343.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf rust/15.jpg,coffee leaf rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/google_0185 - Copy (2).jpg,tomato leaf mold,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/131.jpg,cauliflower leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/google_0240.jpg,apple rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/324.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0120.jpg,potato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0119.jpg,tomato septoria leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/add (12).jpg,tomato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0105.jpg,potato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/198.jpg,bell pepper leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/98.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/google_0007.jpg,banana panama disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato yellow leaf curl virus/227.jpg,tomato yellow leaf curl virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/151.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/20.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/google_0244.jpg,cabbage leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0149.jpg,tomato early blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato yellow leaf curl virus/152.jpg,tomato yellow leaf curl virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0169.jpg,citrus greening disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli downy mildew/google_0068.jpg,broccoli downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/22.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0374.jpg,lettuce leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/google_0157.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/36.jpg,corn rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0078.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0097.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/235.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/google_0127.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/60.jpg,garlic rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf spot/6.jpg,ginger leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/40.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/34.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/271.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/277.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0500.jpg,blueberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0149.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/277.jpg,garlic leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/9.jpg,zucchini yellow mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple mosaic virus/google_0016.jpg,apple mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/google_0010.jpg,cherry powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/78.jpg,bell pepper leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/google_0112.jpg,apple rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grapevine leafroll disease/google_0060.jpg,grapevine leafroll disease,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/18.jpg,bean rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/139.jpg,cucumber bacterial wilt,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0429.jpg,potato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/54.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/169.jpg,cucumber angular leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0096.jpg,corn gray leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/304.jpg,banana leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/46.jpg,cherry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0184.jpg,eggplant leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0247.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0135.jpg,grape black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/41.jpg,strawberry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/25.jpg,cherry powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0210.jpg,basil leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf curl/google_0081.jpg,peach leaf curl,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger sheath blight/23.jpg,ginger sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/370.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/256.jpg,bean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant cercospora leaf spot/google_0047.jpg,eggplant cercospora leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/154.jpg,tomato mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0039 - Copy (2).jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce mosaic virus/google_0015.jpg,lettuce mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/7.jpg,peach leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/google_0116.jpg,celery leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/google_0019.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/google_0503.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf curl/google_0231.jpg,peach leaf curl,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0210.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/40.jpg,banana leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/google_0021.jpg,cucumber powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/75.jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0138.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/google_0089.jpg,rice sheath blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash powdery mildew/google_0331.jpg,squash powdery mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0084.jpg,apple scab,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple tar spot/google_0227.jpg,maple tar spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/251.jpg,plum leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/199.jpg,tomato mosaic virus,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0234.jpg,cherry leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/71.jpg,peach leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/57.jpg,corn leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/150.jpg,cucumber angular leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tobacco leaf/21.jpg,tobacco leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0283.jpg,grape black rot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/google_0176.jpg,cucumber leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/google_0544.jpg,squash leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant cercospora leaf spot/google_0103.jpg,eggplant cercospora leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/178.jpg,garlic leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0313 - Copy (2).jpg,potato late blight,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/62.jpg,garlic rust,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/121.jpg,apple leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/271.jpg,grape downy mildew,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/52.jpg,potato leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/193.jpg,cherry leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/255.jpg,cucumber angular leaf spot,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/81.jpg,grape leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0339.jpg,corn smut,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/418.jpg,citrus canker,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/226.jpg,rice leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf curl/13.jpg,peach leaf curl,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/soybean leaf/google_0312.jpg,soybean leaf,train
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/193.jpg,cucumber angular leaf spot,train
